INSEE_CODE;TOWN;DEPARTMENT;LATITUDE;LONGITUDE;ALTITUDE;MONTH;TEMP_MAX;TEMP_MIN;AVG_TEMP
232060;GUERET-ST LAURENT;23;46.1755;1.950333;365;12;14.4;-2.3;5.25
232090;SAINT-LOUP_SAPC;23;46.140667;2.2645;440;12;14.2;-1.5;5.01
INSEE_CODE;TOWN;DEPARTMENT;LATITUDE;LONGITUDE;ALTITUDE;MONTH;TEMP_MAX;TEMP_MIN;AVG_TEMP
240350;BELVES;24;44.782667;0.956;238;1;12.4;-0.8;5.11
240370;BERGERAC TABAC;24;44.85;0.523333;33;1;13.3;-4.2;5.39
240370;BERGERAC;24;44.822833;0.524167;49;1;12.1;-2.1;5.41
240500;BORREZE SA;24;44.968333;1.416667;335;1;10.3;-0.3;4.64
240640;BRANTOME;24;45.356833;0.645833;129;1;11.7;-0.9;4.88
241380;COULOUNIEIX SA;24;45.176667;0.7;205;1;12.6;-1.5;5.64
241380;COULOUNIEIX;24;45.1595;0.676667;217;1;10.7;-0.6;5.13
241520;DOMME;24;44.798333;1.219667;165;1;11.6;-1.2;4.82
241580;DUSSAC;24;45.411667;1.071667;320;1;11.3;-0.3;4.85
241720;LES EYZIES DE TAYAC;24;44.935167;1.0195;73;1;10.6;-2.1;3.68
242260;LAMOTHE MONTRAV;24;44.837333;0.041167;9;1;9.9;0.6;5.05
242800;MONPAZIER;24;44.684;0.891667;199;1;11.9;-0.5;5.08
242910;MONTIGNAC;24;45.052167;1.147333;77;1;12.1;-2.0;4.5
242940;MONTPON;24;45.038333;0.176667;79;1;13.1;0.7;5.7
244520;ST MARTIAL VIVEYROLS;24;45.357833;0.319333;166;1;12.3;-0.2;5.51
244530;ST MARTIN  DE FRESSENGEAS;24;45.4755;0.848333;277;1;10.5;-1.3;4.68
245160;SALIGNAC-EYVIGUES;24;44.936667;1.364667;276;1;10.6;-1.0;4.79
245200;SARLAT;24;44.898667;1.225833;203;1;11.9;-0.6;5.13
245470;TERRASSON-LAVILLEDIEU;24;45.1355;1.2925;90;1;11.8;-1.3;4.64
245500;THENON;24;45.112667;1.0385;265;1;10.5;-0.8;4.85
240350;BELVES;24;44.782667;0.956;238;2;14.7;-3.6;6.04
240370;BERGERAC TABAC;24;44.85;0.523333;33;2;15.7;-5.5;4.83
240370;BERGERAC;24;44.822833;0.524167;49;2;15.4;-5.3;6.18
240500;BORREZE SA;24;44.968333;1.416667;335;2;14.5;0.4;6.34
240640;BRANTOME;24;45.356833;0.645833;129;2;15.1;-0.7;7.36
241380;COULOUNIEIX SA;24;45.176667;0.7;205;2;14.6;-1.2;6.44
241380;COULOUNIEIX;24;45.1595;0.676667;217;2;14.1;-3.5;6.08
241520;DOMME;24;44.798333;1.219667;165;2;15.5;-0.4;7.92
241580;DUSSAC;24;45.411667;1.071667;320;2;11.9;-0.6;5.17
241720;LES EYZIES DE TAYAC;24;44.935167;1.0195;73;2;15.2;-1.9;6.18
242260;LAMOTHE MONTRAV;24;44.837333;0.041167;9;2;14.5;0.2;6.8
242800;MONPAZIER;24;44.684;0.891667;199;2;15.2;0.4;8.22
242910;MONTIGNAC;24;45.052167;1.147333;77;2;16.3;-1.9;6.98
242940;MONTPON;24;45.038333;0.176667;79;2;9.3;-0.3;3.9
244520;ST MARTIAL VIVEYROLS;24;45.357833;0.319333;166;2;14.7;-2.7;6.82
244530;ST MARTIN  DE FRESSENGEAS;24;45.4755;0.848333;277;2;13.5;-3.5;5.64
244980;ST SAUD;24;45.5645;0.832667;335;2;11.5;1.7;5.9
245160;SALIGNAC-EYVIGUES;24;44.936667;1.364667;276;2;14.6;-3.8;5.89
245200;SARLAT;24;44.898667;1.225833;203;2;17.4;-3.9;5.18
245470;TERRASSON-LAVILLEDIEU;24;45.1355;1.2925;90;2;16.1;-0.4;7.52
245500;THENON;24;45.112667;1.0385;265;2;14.2;-3.9;6.09
240350;BELVES;24;44.782667;0.956;238;3;17.9;2.7;9.1
240370;BERGERAC TABAC;24;44.85;0.523333;33;3;19.6;1.4;8.78
240370;BERGERAC;24;44.822833;0.524167;49;3;19.0;1.5;9.23
240500;BORREZE SA;24;44.968333;1.416667;335;3;17.3;2.9;9.33
240640;BRANTOME;24;45.356833;0.645833;129;3;16.4;1.7;9.48
241380;COULOUNIEIX SA;24;45.176667;0.7;205;3;17.7;2.4;9.61
241380;COULOUNIEIX;24;45.1595;0.676667;217;3;17.7;3.5;9.18
241520;DOMME;24;44.798333;1.219667;165;3;16.5;3.2;9.94
241580;DUSSAC;24;45.411667;1.071667;320;3;16.4;3.5;8.8
241720;LES EYZIES DE TAYAC;24;44.935167;1.0195;73;3;17.7;1.1;8.5
242260;LAMOTHE MONTRAV;24;44.837333;0.041167;9;3;17.0;5.7;10.75
242800;MONPAZIER;24;44.684;0.891667;199;3;16.6;3.7;10.05
242910;MONTIGNAC;24;45.052167;1.147333;77;3;17.4;1.2;9.34
242940;MONTPON;24;45.038333;0.176667;79;3;15.5;2.0;7.53
244520;ST MARTIAL VIVEYROLS;24;45.357833;0.319333;166;3;17.9;3.9;9.62
244530;ST MARTIN  DE FRESSENGEAS;24;45.4755;0.848333;277;3;16.8;2.9;8.48
244980;ST SAUD;24;45.5645;0.832667;335;3;15.4;3.8;9.45
245160;SALIGNAC-EYVIGUES;24;44.936667;1.364667;276;3;17.7;3.2;9.02
245200;SARLAT;24;44.898667;1.225833;203;3;18.8;2.8;9.19
245470;TERRASSON-LAVILLEDIEU;24;45.1355;1.2925;90;3;17.0;2.4;9.88
245500;THENON;24;45.112667;1.0385;265;3;17.3;3.2;8.93
240350;BELVES;24;44.782667;0.956;238;4;21.6;5.5;12.07
240370;BERGERAC TABAC;24;44.85;0.523333;33;4;23.5;3.6;11.51
240370;BERGERAC;24;44.822833;0.524167;49;4;22.9;3.3;12.1
240500;BORREZE SA;24;44.968333;1.416667;335;4;19.2;4.9;10.4
240640;BRANTOME;24;45.356833;0.645833;129;4;21.3;3.3;12.06
241380;COULOUNIEIX SA;24;45.176667;0.7;205;4;19.7;4.2;11.09
241380;COULOUNIEIX;24;45.1595;0.676667;217;4;21.7;5.8;12.3
241520;DOMME;24;44.798333;1.219667;165;4;21.4;4.4;12.44
241580;DUSSAC;24;45.411667;1.071667;320;4;17.5;4.8;9.96
241720;LES EYZIES DE TAYAC;24;44.935167;1.0195;73;4;22.1;2.7;12.03
242260;LAMOTHE MONTRAV;24;44.837333;0.041167;9;4;19.4;7.0;12.6
242800;MONPAZIER;24;44.684;0.891667;199;4;21.7;5.2;12.78
242910;MONTIGNAC;24;45.052167;1.147333;77;4;22.2;2.9;12.14
242940;MONTPON;24;45.038333;0.176667;79;4;20.1;5.5;11.62
244520;ST MARTIAL VIVEYROLS;24;45.357833;0.319333;166;4;22.2;5.5;12.19
244530;ST MARTIN  DE FRESSENGEAS;24;45.4755;0.848333;277;4;21.5;4.6;11.48
244980;ST SAUD;24;45.5645;0.832667;335;4;17.3;5.3;10.85
245160;SALIGNAC-EYVIGUES;24;44.936667;1.364667;276;4;21.4;5.4;12.32
245200;SARLAT;24;44.898667;1.225833;203;4;22.9;5.7;12.19
245470;TERRASSON-LAVILLEDIEU;24;45.1355;1.2925;90;4;22.3;4.0;12.46
245500;THENON;24;45.112667;1.0385;265;4;21.4;5.2;11.99
240350;BELVES;24;44.782667;0.956;238;5;24.5;7.7;15.52
240370;BERGERAC TABAC;24;44.85;0.523333;33;5;26.1;8.1;16.24
240370;BERGERAC;24;44.822833;0.524167;49;5;25.9;7.4;15.9
240500;BORREZE SA;24;44.968333;1.416667;335;5;24.7;8.2;15.25
240640;BRANTOME;24;45.356833;0.645833;129;5;25.6;7.4;15.62
241380;COULOUNIEIX SA;24;45.176667;0.7;205;5;25.6;7.7;15.57
241380;COULOUNIEIX;24;45.1595;0.676667;217;5;24.5;7.8;15.39
241520;DOMME;24;44.798333;1.219667;165;5;25.7;8.1;15.96
241580;DUSSAC;24;45.411667;1.071667;320;5;23.0;7.4;14.93
241720;LES EYZIES DE TAYAC;24;44.935167;1.0195;73;5;25.3;7.2;15.35
242260;LAMOTHE MONTRAV;24;44.837333;0.041167;9;5;26.2;10.7;17.65
242800;MONPAZIER;24;44.684;0.891667;199;5;25.9;7.7;16.62
242910;MONTIGNAC;24;45.052167;1.147333;77;5;26.1;7.7;15.94
242940;MONTPON;24;45.038333;0.176667;79;5;23.6;8.9;16.0
244520;ST MARTIAL VIVEYROLS;24;45.357833;0.319333;166;5;26.0;7.9;15.83
244530;ST MARTIN  DE FRESSENGEAS;24;45.4755;0.848333;277;5;23.8;6.9;14.44
244980;ST SAUD;24;45.5645;0.832667;335;5;23.8;10.3;16.1
245160;SALIGNAC-EYVIGUES;24;44.936667;1.364667;276;5;24.4;7.2;15.25
245200;SARLAT;24;44.898667;1.225833;203;5;25.4;7.6;15.77
245470;TERRASSON-LAVILLEDIEU;24;45.1355;1.2925;90;5;25.9;8.4;16.28
245500;THENON;24;45.112667;1.0385;265;5;24.2;7.1;14.95
240350;BELVES;24;44.782667;0.956;238;6;26.9;11.7;18.70
240370;BERGERAC TABAC;24;44.85;0.523333;33;6;29.0;11.8;19.1
240370;BERGERAC;24;44.822833;0.524167;49;6;29.5;11.6;19.67
240500;BORREZE SA;24;44.968333;1.416667;335;6;26.5;11.6;17.88
240640;BRANTOME;24;45.356833;0.645833;129;6;28.2;11.6;19.44
241380;COULOUNIEIX SA;24;45.176667;0.7;205;6;27.0;10.9;17.93
241380;COULOUNIEIX;24;45.1595;0.676667;217;6;27.2;12.0;19.18
241520;DOMME;24;44.798333;1.219667;165;6;27.4;12.5;19.82
241580;DUSSAC;24;45.411667;1.071667;320;6;27.7;10.9;17.83
241720;LES EYZIES DE TAYAC;24;44.935167;1.0195;73;6;27.8;11.6;19.32
242260;LAMOTHE MONTRAV;24;44.837333;0.041167;9;6;28.1;15.3;21.4
242800;MONPAZIER;24;44.684;0.891667;199;6;28.1;12.0;19.82
242910;MONTIGNAC;24;45.052167;1.147333;77;6;28.5;11.8;19.92
242940;MONTPON;24;45.038333;0.176667;79;6;29.7;10.8;19.87
244520;ST MARTIAL VIVEYROLS;24;45.357833;0.319333;166;6;27.7;11.2;19.03
244530;ST MARTIN  DE FRESSENGEAS;24;45.4755;0.848333;277;6;26.5;11.3;18.21
244980;ST SAUD;24;45.5645;0.832667;335;6;25.1;11.1;17.97
245160;SALIGNAC-EYVIGUES;24;44.936667;1.364667;276;6;27.0;12.0;19.12
245200;SARLAT;24;44.898667;1.225833;203;6;28.1;12.1;18.93
245470;TERRASSON-LAVILLEDIEU;24;45.1355;1.2925;90;6;28.5;12.6;20.16
245500;THENON;24;45.112667;1.0385;265;6;26.8;11.7;18.64
240350;BELVES;24;44.782667;0.956;238;7;30.2;12.8;20.85
240370;BERGERAC TABAC;24;44.85;0.523333;33;7;31.6;12.7;20.99
240370;BERGERAC;24;44.822833;0.524167;49;7;31.5;12.1;21.43
240500;BORREZE SA;24;44.968333;1.416667;335;7;28.9;13.1;19.74
240640;BRANTOME;24;45.356833;0.645833;129;7;30.9;13.3;21.36
241380;COULOUNIEIX SA;24;45.176667;0.7;205;7;29.2;13.9;20.82
241380;COULOUNIEIX;24;45.1595;0.676667;217;7;30.3;13.2;20.93
241520;DOMME;24;44.798333;1.219667;165;7;31.0;14.5;22.12
241580;DUSSAC;24;45.411667;1.071667;320;7;26.5;12.8;19.3
241720;LES EYZIES DE TAYAC;24;44.935167;1.0195;73;7;31.5;13.1;21.53
242260;LAMOTHE MONTRAV;24;44.837333;0.041167;9;7;31.8;14.7;21.83
242800;MONPAZIER;24;44.684;0.891667;199;7;32.0;14.1;22.16
242910;MONTIGNAC;24;45.052167;1.147333;77;7;32.4;13.4;21.92
242940;MONTPON;24;45.038333;0.176667;79;7;29.2;13.7;20.7
244520;ST MARTIAL VIVEYROLS;24;45.357833;0.319333;166;7;30.7;12.7;20.81
244530;ST MARTIN  DE FRESSENGEAS;24;45.4755;0.848333;277;7;30.0;12.2;20.11
244980;ST SAUD;24;45.5645;0.832667;335;7;27.9;11.8;18.97
245160;SALIGNAC-EYVIGUES;24;44.936667;1.364667;276;7;30.4;13.0;21.04
245200;SARLAT;24;44.898667;1.225833;203;7;31.2;13.0;20.77
245470;TERRASSON-LAVILLEDIEU;24;45.1355;1.2925;90;7;31.8;14.7;22.38
245500;THENON;24;45.112667;1.0385;265;7;30.2;12.6;20.67
240350;BELVES;24;44.782667;0.956;238;8;31.0;12.9;20.53
240370;BERGERAC TABAC;24;44.85;0.523333;33;8;30.6;12.3;20.32
240370;BERGERAC;24;44.822833;0.524167;49;8;32.4;12.8;20.88
240500;BORREZE SA;24;44.968333;1.416667;335;8;32.7;14.6;21.4
240640;BRANTOME;24;45.356833;0.645833;129;8;31.7;12.7;20.98
241380;COULOUNIEIX SA;24;45.176667;0.7;205;8;30.2;13.5;21.2
241380;COULOUNIEIX;24;45.1595;0.676667;217;8;31.2;13.3;20.42
241520;DOMME;24;44.798333;1.219667;165;8;32.0;13.7;21.76
241580;DUSSAC;24;45.411667;1.071667;320;8;27.9;12.6;20.03
241720;LES EYZIES DE TAYAC;24;44.935167;1.0195;73;8;31.6;12.8;20.78
242260;LAMOTHE MONTRAV;24;44.837333;0.041167;9;8;32.6;13.7;21.8
242800;MONPAZIER;24;44.684;0.891667;199;8;32.9;13.8;21.9
242910;MONTIGNAC;24;45.052167;1.147333;77;8;32.6;13.0;21.32
242940;MONTPON;24;45.038333;0.176667;79;8;28.6;11.9;20.3
244520;ST MARTIAL VIVEYROLS;24;45.357833;0.319333;166;8;32.3;13.3;20.85
244530;ST MARTIN  DE FRESSENGEAS;24;45.4755;0.848333;277;8;30.2;12.2;19.5
244980;ST SAUD;24;45.5645;0.832667;335;8;29.0;13.5;19.65
245160;SALIGNAC-EYVIGUES;24;44.936667;1.364667;276;8;31.1;13.0;20.62
245200;SARLAT;24;44.898667;1.225833;203;8;30.2;12.9;20.08
245470;TERRASSON-LAVILLEDIEU;24;45.1355;1.2925;90;8;32.6;14.0;21.9
245500;THENON;24;45.112667;1.0385;265;8;31.0;12.7;20.07
240350;BELVES;24;44.782667;0.956;238;9;28.6;9.6;17.29
240370;BERGERAC TABAC;24;44.85;0.523333;33;9;27.4;8.8;16.78
240370;BERGERAC;24;44.822833;0.524167;49;9;29.6;8.4;17.61
240500;BORREZE SA;24;44.968333;1.416667;335;9;25.2;11.4;17.1
240640;BRANTOME;24;45.356833;0.645833;129;9;29.2;10.2;18.12
241380;COULOUNIEIX SA;24;45.176667;0.7;205;9;25.7;9.1;16.45
241380;COULOUNIEIX;24;45.1595;0.676667;217;9;28.5;10.2;17.81
241520;DOMME;24;44.798333;1.219667;165;9;29.4;11.6;18.84
241580;DUSSAC;24;45.411667;1.071667;320;9;22.8;9.0;15.39
241720;LES EYZIES DE TAYAC;24;44.935167;1.0195;73;9;28.8;10.0;17.22
242260;LAMOTHE MONTRAV;24;44.837333;0.041167;9;9;28.6;12.3;19.2
242800;MONPAZIER;24;44.684;0.891667;199;9;30.6;11.8;19.18
242910;MONTIGNAC;24;45.052167;1.147333;77;9;30.2;10.3;18.24
242940;MONTPON;24;45.038333;0.176667;79;9;25.6;8.4;16.3
244520;ST MARTIAL VIVEYROLS;24;45.357833;0.319333;166;9;29.3;10.4;17.71
244530;ST MARTIN  DE FRESSENGEAS;24;45.4755;0.848333;277;9;27.7;9.3;16.79
244980;ST SAUD;24;45.5645;0.832667;335;9;23.6;10.7;15.9
245160;SALIGNAC-EYVIGUES;24;44.936667;1.364667;276;9;28.6;10.1;17.7
245200;SARLAT;24;44.898667;1.225833;203;9;26.7;10.0;17.51
245470;TERRASSON-LAVILLEDIEU;24;45.1355;1.2925;90;9;30.1;11.5;18.84
245500;THENON;24;45.112667;1.0385;265;9;28.5;10.0;17.4
240350;BELVES;24;44.782667;0.956;238;10;23.5;7.1;13.72
240370;BERGERAC TABAC;24;44.85;0.523333;33;10;22.5;6.6;13.51
240370;BERGERAC;24;44.822833;0.524167;49;10;24.6;6.1;13.73
240500;BORREZE SA;24;44.968333;1.416667;335;10;21.4;7.1;12.72
240640;BRANTOME;24;45.356833;0.645833;129;10;23.6;6.1;14.12
241380;COULOUNIEIX SA;24;45.176667;0.7;205;10;22.2;7.5;12.77
241380;COULOUNIEIX;24;45.1595;0.676667;217;10;23.0;7.8;13.94
241520;DOMME;24;44.798333;1.219667;165;10;24.8;6.6;14.6
241580;DUSSAC;24;45.411667;1.071667;320;10;20.5;7.6;12.77
241720;LES EYZIES DE TAYAC;24;44.935167;1.0195;73;10;22.7;5.3;13.0
242260;LAMOTHE MONTRAV;24;44.837333;0.041167;9;10;24.7;7.5;15.47
242800;MONPAZIER;24;44.684;0.891667;199;10;24.8;7.3;14.94
242910;MONTIGNAC;24;45.052167;1.147333;77;10;25.0;6.1;14.12
242940;MONTPON;24;45.038333;0.176667;79;10;20.1;8.2;13.48
244520;ST MARTIAL VIVEYROLS;24;45.357833;0.319333;166;10;23.5;8.0;14.15
244530;ST MARTIN  DE FRESSENGEAS;24;45.4755;0.848333;277;10;21.8;6.2;13.08
244980;ST SAUD;24;45.5645;0.832667;335;10;18.9;9.0;13.05
245160;SALIGNAC-EYVIGUES;24;44.936667;1.364667;276;10;23.4;7.5;13.84
245200;SARLAT;24;44.898667;1.225833;203;10;21.4;7.5;13.38
245470;TERRASSON-LAVILLEDIEU;24;45.1355;1.2925;90;10;25.0;6.7;14.54
245500;THENON;24;45.112667;1.0385;265;10;23.1;7.5;13.57
240350;BELVES;24;44.782667;0.956;238;11;16.2;2.0;8.67
240370;BERGERAC TABAC;24;44.85;0.523333;33;11;17.2;0.8;8.34
240370;BERGERAC;24;44.822833;0.524167;49;11;17.0;0.9;8.79
240500;BORREZE SA;24;44.968333;1.416667;335;11;14.1;1.7;7.28
240640;BRANTOME;24;45.356833;0.645833;129;11;17.1;3.3;8.78
241380;COULOUNIEIX SA;24;45.176667;0.7;205;11;14.5;2.2;8.09
241380;COULOUNIEIX;24;45.1595;0.676667;217;11;15.9;2.8;9.08
241520;DOMME;24;44.798333;1.219667;165;11;16.9;4.0;9.0
241580;DUSSAC;24;45.411667;1.071667;320;11;13.8;1.7;7.62
241720;LES EYZIES DE TAYAC;24;44.935167;1.0195;73;11;14.4;2.8;7.77
242260;LAMOTHE MONTRAV;24;44.837333;0.041167;9;11;16.4;4.3;9.53
242800;MONPAZIER;24;44.684;0.891667;199;11;17.6;3.7;9.26
242910;MONTIGNAC;24;45.052167;1.147333;77;11;17.7;3.2;8.64
242940;MONTPON;24;45.038333;0.176667;79;11;12.5;1.4;6.93
244520;ST MARTIAL VIVEYROLS;24;45.357833;0.319333;166;11;16.1;3.0;9.15
244530;ST MARTIN  DE FRESSENGEAS;24;45.4755;0.848333;277;11;15.4;2.4;8.38
244980;ST SAUD;24;45.5645;0.832667;335;11;13.8;3.0;6.9
245160;SALIGNAC-EYVIGUES;24;44.936667;1.364667;276;11;16.3;1.9;8.64
245200;SARLAT;24;44.898667;1.225833;203;11;16.5;1.5;8.52
245470;TERRASSON-LAVILLEDIEU;24;45.1355;1.2925;90;11;17.7;3.0;8.72
245500;THENON;24;45.112667;1.0385;265;11;15.9;1.9;8.76
240350;BELVES;24;44.782667;0.956;238;12;14.3;-6.0;5.99
240370;BERGERAC TABAC;24;44.85;0.523333;33;12;14.3;-2.2;5.21
240370;BERGERAC;24;44.822833;0.524167;49;12;14.6;-2.3;6.02
240500;BORREZE SA;24;44.968333;1.416667;335;12;11.4;-1.1;5.61
240640;BRANTOME;24;45.356833;0.645833;129;12;12.5;1.9;6.77
241380;COULOUNIEIX SA;24;45.176667;0.7;205;12;11.2;-1.3;5.54
241380;COULOUNIEIX;24;45.1595;0.676667;217;12;13.8;0.3;6.26
241520;DOMME;24;44.798333;1.219667;165;12;12.0;2.1;6.92
241580;DUSSAC;24;45.411667;1.071667;320;12;12.2;-0.9;5.51
241720;LES EYZIES DE TAYAC;24;44.935167;1.0195;73;12;10.7;1.1;5.93
242260;LAMOTHE MONTRAV;24;44.837333;0.041167;9;12;12.6;3.3;7.5
242800;MONPAZIER;24;44.684;0.891667;199;12;13.2;3.6;7.36
242910;MONTIGNAC;24;45.052167;1.147333;77;12;12.8;1.4;6.44
242940;MONTPON;24;45.038333;0.176667;79;12;11.2;-2.0;4.63
244520;ST MARTIAL VIVEYROLS;24;45.357833;0.319333;166;12;13.9;0.6;6.72
244530;ST MARTIN  DE FRESSENGEAS;24;45.4755;0.848333;277;12;12.9;-0.3;5.67
244980;ST SAUD;24;45.5645;0.832667;335;12;12.5;4.5;7.8
245160;SALIGNAC-EYVIGUES;24;44.936667;1.364667;276;12;14.2;-1.4;5.70
245200;SARLAT;24;44.898667;1.225833;203;12;11.0;-1.6;5.42
245470;TERRASSON-LAVILLEDIEU;24;45.1355;1.2925;90;12;12.4;1.8;6.83
245500;THENON;24;45.112667;1.0385;265;12;13.3;-0.1;6.01
INSEE_CODE;TOWN;DEPARTMENT;LATITUDE;LONGITUDE;ALTITUDE;MONTH;TEMP_MAX;TEMP_MIN;AVG_TEMP
250210;ARC-ET-SENANS;25;47.0315;5.782;235;1;8.8;-1.5;3.2
250470;BAUME-LES-DAMES;25;47.347167;6.350333;267;1;8.7;-1.3;3.42
250560;BESANCON;25;47.249;5.988833;307;1;9.8;-7.4;1.94
250750;BONNEVAUX;25;46.811667;6.185;840;1;8.2;-8.6;-0.27
250870;BRANNE_SAPC;25;47.378;6.472167;287;1;9.8;-4.8;2.41
251270;CHARQUEMONT;25;47.218833;6.815;884;1;3.3;-1.9;0.5
251950;DANNEMARIE-SUR-;25;47.201333;5.872833;267;1;8.7;-4.5;2.46
252190;EPENOY;25;47.127167;6.366333;752;1;7.3;-5.8;1.09
252220;ETALANS_SAPC;25;47.1525;6.210167;540;1;5.8;-3.6;1.4
252230;COULANS;25;47.023333;6.0205;468;1;9.3;-7.0;2.18
252540;LES FOURGS;25;46.834;6.4365;1140;1;3.4;-7.9;-2.0
252850;GRAND'COMBE-CHATELEU_SAPC;25;47.019167;6.567167;769;1;7.8;-11.7;-0.82
253150;ISLE - SA;25;47.441667;6.581667;320;1;8.6;-2.9;2.14
253200;LABERGEMENT;25;46.779667;6.2795;863;1;4.4;-2.5;-2.3
253340;LEVIER_SAPC;25;46.949333;6.124167;713;1;7.9;-9.0;0.36
253480;LONGEVILLES;25;46.743667;6.3415;1193;1;5.9;-7.7;-1.19
253560;MAICHE;25;47.243;6.791;825;1;7.6;-9.8;-0.51
253720;MEDIERE;25;47.456;6.601333;302;1;7.0;1.5;4.1
253800;MOROND;25;46.751667;6.355;1423;1;4.7;-6.9;-1.69
253860;MONTANCY;25;47.368333;7.03;840;1;4.7;-1.8;1.2
253880;MONTBELIARD;25;47.503667;6.813333;318;1;8.5;-3.9;2.01
254110;MORTEAU SA;25;47.062333;6.612167;760;1;7.9;-9.4;-0.81
254130;MOUTHE;25;46.707;6.2095;940;1;6.0;-8.0;-1.72
254130;SOURCE DU DOUBS;25;46.707;6.2095;940;1;5.7;-11.5;-2.2
254340;ORNANS;25;47.106667;6.148333;350;1;8.1;-3.5;0.48
254530;PIERREFONTAINE;25;47.216667;6.528833;695;1;8.1;-5.5;0.36
254620;PONTARLIER;25;46.927;6.32;808;1;8.4;-7.8;0.23
254940;LA BOISSAUDE ROCHEJEAN;25;46.729;6.322833;1222;1;5.7;-8.6;-1.42
255120;LE RUSSEY;25;47.162167;6.7375;891;1;3.4;-2.3;0.4
255290;SANCEY-LE-GRAND;25;47.3015;6.581667;490;1;8.9;-6.6;1.68
256350;LOMONT;25;47.358667;6.625667;820;1;6.5;-5.3;0.6
250210;ARC-ET-SENANS;25;47.0315;5.782;235;2;12.9;-1.3;5.9
250470;BAUME-LES-DAMES;25;47.347167;6.350333;267;2;12.5;0.4;5.68
250560;BESANCON;25;47.249;5.988833;307;2;13.3;-6.2;3.45
250750;BONNEVAUX;25;46.811667;6.185;840;2;10.5;-8.0;0.31
250870;BRANNE_SAPC;25;47.378;6.472167;287;2;12.3;-6.0;3.2
251270;CHARQUEMONT;25;47.218833;6.815;884;2;6.2;-2.2;1.4
251950;DANNEMARIE-SUR-;25;47.201333;5.872833;267;2;11.6;-5.6;2.97
252190;EPENOY;25;47.127167;6.366333;752;2;9.7;-8.1;1.42
252220;ETALANS_SAPC;25;47.1525;6.210167;540;2;10.8;-2.3;4.2
252230;COULANS;25;47.023333;6.0205;468;2;11.9;-7.5;3.07
252540;LES FOURGS;25;46.834;6.4365;1140;2;5.4;-5.7;-0.4
252850;GRAND'COMBE-CHATELEU_SAPC;25;47.019167;6.567167;769;2;10.2;-6.3;1.52
253150;ISLE - SA;25;47.441667;6.581667;320;2;11.2;-2.1;3.58
253200;LABERGEMENT;25;46.779667;6.2795;863;2;8.0;-3.9;0.7
253340;LEVIER_SAPC;25;46.949333;6.124167;713;2;10.6;-9.6;1.16
253480;LONGEVILLES;25;46.743667;6.3415;1193;2;6.3;-9.3;-1.32
253560;MAICHE;25;47.243;6.791;825;2;9.8;-11.0;0.08
253720;MEDIERE;25;47.456;6.601333;302;2;10.4;0.2;4.1
253800;MOROND;25;46.751667;6.355;1423;2;6.5;-8.3;-1.54
253860;MONTANCY;25;47.368333;7.03;840;2;5.9;0.3;2.9
253880;MONTBELIARD;25;47.503667;6.813333;318;2;13.2;-5.8;2.78
254110;MORTEAU SA;25;47.062333;6.612167;760;2;9.5;-10.0;-0.78
254130;MOUTHE;25;46.707;6.2095;940;2;8.7;-7.2;0.82
254130;SOURCE DU DOUBS;25;46.707;6.2095;940;2;7.9;-12.9;-1.88
254340;ORNANS;25;47.106667;6.148333;350;2;11.5;-3.2;3.5
254530;PIERREFONTAINE;25;47.216667;6.528833;695;2;10.7;-5.0;2.86
254620;PONTARLIER;25;46.927;6.32;808;2;11.1;-9.7;0.89
254940;LA BOISSAUDE ROCHEJEAN;25;46.729;6.322833;1222;2;7.3;-10.3;-0.82
255120;LE RUSSEY;25;47.162167;6.7375;891;2;7.4;-2.7;1.4
255290;SANCEY-LE-GRAND;25;47.3015;6.581667;490;2;11.7;-7.2;2.31
256350;LOMONT;25;47.358667;6.625667;820;2;7.8;-7.7;0.39
250210;ARC-ET-SENANS;25;47.0315;5.782;235;3;15.9;1.1;8.04
250470;BAUME-LES-DAMES;25;47.347167;6.350333;267;3;15.3;0.9;7.62
250560;BESANCON;25;47.249;5.988833;307;3;15.9;-1.1;6.93
250750;BONNEVAUX;25;46.811667;6.185;840;3;11.3;-4.0;3.72
250870;BRANNE_SAPC;25;47.378;6.472167;287;3;15.9;-0.1;6.42
251270;CHARQUEMONT;25;47.218833;6.815;884;3;9.6;0.6;4.9
251950;DANNEMARIE-SUR-;25;47.201333;5.872833;267;3;16.2;0.3;6.77
252190;EPENOY;25;47.127167;6.366333;752;3;13.0;-1.5;4.73
252220;ETALANS_SAPC;25;47.1525;6.210167;540;3;13.6;-1.3;5.55
252230;COULANS;25;47.023333;6.0205;468;3;15.3;-0.5;6.0
252540;LES FOURGS;25;46.834;6.4365;1140;3;9.8;-2.6;3.15
252850;GRAND'COMBE-CHATELEU_SAPC;25;47.019167;6.567167;769;3;13.5;-3.7;3.82
253150;ISLE - SA;25;47.441667;6.581667;320;3;14.2;-1.2;6.38
253200;LABERGEMENT;25;46.779667;6.2795;863;3;10.6;-0.1;4.8
253340;LEVIER_SAPC;25;46.949333;6.124167;713;3;13.8;-2.4;4.14
253480;LONGEVILLES;25;46.743667;6.3415;1193;3;10.6;-3.6;2.01
253560;MAICHE;25;47.243;6.791;825;3;12.5;-4.5;2.94
253720;MEDIERE;25;47.456;6.601333;302;3;13.5;2.5;7.4
253800;MOROND;25;46.751667;6.355;1423;3;7.5;-4.4;1.1
