INSEE_CODE;TOWN;DEPARTMENT;LATITUDE;LONGITUDE;ALTITUDE;MONTH;TEMP_MAX;TEMP_MIN;AVG_TEMP
010140;ARBENT;01;46.278167;5.669;534;1;9.3;-9.0;1.22
010270;BALAN_AERO;01;45.833;5.106667;196;1;10.5;-3.3;3.62
010330;BELLEGARDE;01;46.0865;5.814167;350;1;8.7;-5.3;1.23
010340;BELLEY;01;45.769333;5.688;330;1;9.2;-3.5;2.26
010640;VERIZIEU;01;45.777167;5.487167;281;1;9.6;-2.1;2.78
010710;CESSY;01;46.310333;6.080333;507;1;7.9;-4.4;1.68
010720;CEYZERIAT_SAPC;01;46.204333;5.287667;260;1;9.9;-4.0;2.76
010890;AMBERIEU;01;45.9765;5.329333;250;1;10.5;-9.5;2.24
011430;DIVONNE ZA;01;46.3415;6.139667;467;1;6.2;-2.3;1.97
011740;GIRON;01;46.23;5.7725;1015;1;6.3;-5.9;-0.3
012000;LA BALME SUR CERDON_SAPC;01;46.09;5.482;596;1;8.0;-5.7;1.31
012040;BURL;01;46.166667;5.706667;530;1;5.8;-4.7;-0.85
012350;MARLIEUX;01;46.0385;5.044333;280;1;9.9;-3.8;2.91
012470;MIJOUX;01;46.378833;6.019333;1002;1;2.1;-5.2;-1.4
012550;MONTAGNIEU;01;45.794333;5.469333;336;1;9.0;-2.4;2.12
012690;NANTUA;01;46.148167;5.607333;483;1;5.7;0.4;2.9
012830;OYONNAX;01;46.271667;5.661667;535;1;8.2;-4.4;1.28
013010;POLLIAT;01;46.236667;5.11;201;1;7.0;0.5;3.7
013670;SAINT JULIEN SUR REYSSOUZE;01;46.403167;5.109833;189;1;8.8;-0.6;3.55
013840;ST RAMBERT CG01;01;45.950333;5.461;296;1;7.9;-2.8;1.93
014140;SUTRIEU;01;45.916167;5.624667;878;1;7.1;-5.5;0.57
014190;THOIRY;01;46.241667;5.968333;605;1;4.8;-1.8;0.78
010140;ARBENT;01;46.278167;5.669;534;2;12.4;-11.7;1.83
010270;BALAN_AERO;01;45.833;5.106667;196;2;13.3;-1.3;5.5
010330;BELLEGARDE;01;46.0865;5.814167;350;2;12.8;-6.9;2.70
010340;BELLEY;01;45.769333;5.688;330;2;12.4;-5.3;3.90
010640;VERIZIEU;01;45.777167;5.487167;281;2;13.5;-1.4;6.52
010710;CESSY;01;46.310333;6.080333;507;2;11.2;-6.4;2.52
010720;CEYZERIAT_SAPC;01;46.204333;5.287667;260;2;12.5;-6.4;4.0
010890;AMBERIEU;01;45.9765;5.329333;250;2;14.0;-13.5;3.58
011430;DIVONNE ZA;01;46.3415;6.139667;467;2;11.0;-2.3;4.07
011740;GIRON;01;46.23;5.7725;1015;2;7.3;-8.7;-0.77
012000;LA BALME SUR CERDON_SAPC;01;46.09;5.482;596;2;10.6;-7.9;2.44
012040;BURL;01;46.166667;5.706667;530;2;8.4;-4.3;0.92
012350;MARLIEUX;01;46.0385;5.044333;280;2;12.6;-5.2;4.02
012470;MIJOUX;01;46.378833;6.019333;1002;2;5.9;-5.6;-1.0
012550;MONTAGNIEU;01;45.794333;5.469333;336;2;11.9;-5.4;3.0
012690;NANTUA;01;46.148167;5.607333;483;2;9.8;-0.4;3.7
012830;OYONNAX;01;46.271667;5.661667;535;2;9.2;-5.6;1.08
013010;POLLIAT;01;46.236667;5.11;201;2;11.5;-1.5;4.37
013670;SAINT JULIEN SUR REYSSOUZE;01;46.403167;5.109833;189;2;13.0;0.1;6.32
013840;ST RAMBERT CG01;01;45.950333;5.461;296;2;11.7;-7.1;2.81
014140;SUTRIEU;01;45.916167;5.624667;878;2;9.3;-7.7;1.17
014190;THOIRY;01;46.241667;5.968333;605;2;8.3;-2.2;2.42
010140;ARBENT;01;46.278167;5.669;534;3;15.5;-2.6;5.23
010270;BALAN_AERO;01;45.833;5.106667;196;3;16.4;1.4;8.4
010330;BELLEGARDE;01;46.0865;5.814167;350;3;17.1;-0.2;6.39
010340;BELLEY;01;45.769333;5.688;330;3;17.2;1.8;7.87
010640;VERIZIEU;01;45.777167;5.487167;281;3;16.1;1.3;8.14
010710;CESSY;01;46.310333;6.080333;507;3;15.2;0.5;6.38
010720;CEYZERIAT_SAPC;01;46.204333;5.287667;260;3;16.6;0.4;7.28
010890;AMBERIEU;01;45.9765;5.329333;250;3;17.3;-3.4;7.00
011430;DIVONNE ZA;01;46.3415;6.139667;467;3;15.1;-0.4;6.6
011740;GIRON;01;46.23;5.7725;1015;3;13.0;-1.2;3.86
012000;LA BALME SUR CERDON_SAPC;01;46.09;5.482;596;3;15.2;-0.4;5.44
012040;BURL;01;46.166667;5.706667;530;3;11.9;-1.4;4.23
012350;MARLIEUX;01;46.0385;5.044333;280;3;16.2;1.6;7.54
012470;MIJOUX;01;46.378833;6.019333;1002;3;9.1;-1.5;3.3
012550;MONTAGNIEU;01;45.794333;5.469333;336;3;17.1;2.2;7.6
012690;NANTUA;01;46.148167;5.607333;483;3;16.2;3.0;8.35
012830;OYONNAX;01;46.271667;5.661667;535;3;15.5;-1.0;5.47
013010;POLLIAT;01;46.236667;5.11;201;3;11.7;1.1;5.9
013670;SAINT JULIEN SUR REYSSOUZE;01;46.403167;5.109833;189;3;16.0;1.4;8.2
013840;ST RAMBERT CG01;01;45.950333;5.461;296;3;21.2;0.5;6.77
014140;SUTRIEU;01;45.916167;5.624667;878;3;13.8;-1.5;4.51
014190;THOIRY;01;46.241667;5.968333;605;3;10.9;0.9;6.08
010140;ARBENT;01;46.278167;5.669;534;4;21.6;-1.3;9.18
010270;BALAN_AERO;01;45.833;5.106667;196;4;21.9;3.9;12.01
010330;BELLEGARDE;01;46.0865;5.814167;350;4;22.9;2.1;10.34
010340;BELLEY;01;45.769333;5.688;330;4;22.8;4.8;11.98
010640;VERIZIEU;01;45.777167;5.487167;281;4;22.0;2.8;10.92
010710;CESSY;01;46.310333;6.080333;507;4;20.9;3.1;10.57
010720;CEYZERIAT_SAPC;01;46.204333;5.287667;260;4;21.8;2.3;11.07
010890;AMBERIEU;01;45.9765;5.329333;250;4;22.3;1.3;10.23
011430;DIVONNE ZA;01;46.3415;6.139667;467;4;16.8;2.0;9.33
011740;GIRON;01;46.23;5.7725;1015;4;16.6;2.1;7.47
012000;LA BALME SUR CERDON_SAPC;01;46.09;5.482;596;4;20.8;2.6;9.67
012040;BURL;01;46.166667;5.706667;530;4;15.4;2.3;7.35
012350;MARLIEUX;01;46.0385;5.044333;280;4;21.8;3.8;11.33
012470;MIJOUX;01;46.378833;6.019333;1002;4;10.3;0.3;5.0
012550;MONTAGNIEU;01;45.794333;5.469333;336;4;21.4;6.0;12.04
012690;NANTUA;01;46.148167;5.607333;483;4;15.3;3.9;9.05
012830;OYONNAX;01;46.271667;5.661667;535;4;16.7;2.3;8.72
013670;SAINT JULIEN SUR REYSSOUZE;01;46.403167;5.109833;189;4;22.1;3.3;11.38
013840;ST RAMBERT CG01;01;45.950333;5.461;296;4;22.5;2.9;10.75
014140;SUTRIEU;01;45.916167;5.624667;878;4;18.8;1.1;8.26
014190;THOIRY;01;46.241667;5.968333;605;4;14.3;3.9;8.72
010140;ARBENT;01;46.278167;5.669;534;5;23.6;3.8;13.01
010270;BALAN_AERO;01;45.833;5.106667;196;5;25.6;8.4;16.0
010330;BELLEGARDE;01;46.0865;5.814167;350;5;25.2;6.2;14.41
010340;BELLEY;01;45.769333;5.688;330;5;24.7;7.7;15.35
010640;VERIZIEU;01;45.777167;5.487167;281;5;25.6;7.1;14.96
010710;CESSY;01;46.310333;6.080333;507;5;22.7;6.6;14.16
010720;CEYZERIAT_SAPC;01;46.204333;5.287667;260;5;24.3;6.8;14.71
010890;AMBERIEU;01;45.9765;5.329333;250;5;25.2;5.6;14.45
011430;DIVONNE ZA;01;46.3415;6.139667;467;5;25.0;5.9;14.33
011740;GIRON;01;46.23;5.7725;1015;5;19.0;4.2;11.25
012000;LA BALME SUR CERDON_SAPC;01;46.09;5.482;596;5;22.5;6.1;13.13
012040;BURL;01;46.166667;5.706667;530;5;21.2;7.2;13.3
012350;MARLIEUX;01;46.0385;5.044333;280;5;24.9;7.6;14.97
012470;MIJOUX;01;46.378833;6.019333;1002;5;16.2;5.1;10.5
012550;MONTAGNIEU;01;45.794333;5.469333;336;5;25.4;9.3;16.34
012690;NANTUA;01;46.148167;5.607333;483;5;23.4;8.9;15.2
012830;OYONNAX;01;46.271667;5.661667;535;5;21.0;5.4;13.37
013670;SAINT JULIEN SUR REYSSOUZE;01;46.403167;5.109833;189;5;25.3;8.1;15.98
013840;ST RAMBERT CG01;01;45.950333;5.461;296;5;24.8;6.6;14.28
014140;SUTRIEU;01;45.916167;5.624667;878;5;22.1;4.0;11.73
010140;ARBENT;01;46.278167;5.669;534;6;27.3;8.8;17.32
010270;BALAN_AERO;01;45.833;5.106667;196;6;28.8;13.2;20.61
010330;BELLEGARDE;01;46.0865;5.814167;350;6;28.1;9.6;18.33
010340;BELLEY;01;45.769333;5.688;330;6;28.5;12.0;19.58
010640;VERIZIEU;01;45.777167;5.487167;281;6;29.7;12.7;20.16
010710;CESSY;01;46.310333;6.080333;507;6;26.6;11.8;18.54
010720;CEYZERIAT_SAPC;01;46.204333;5.287667;260;6;28.1;11.4;18.91
010890;AMBERIEU;01;45.9765;5.329333;250;6;32.0;8.7;18.11
011430;DIVONNE ZA;01;46.3415;6.139667;467;6;28.7;11.1;19.63
011740;GIRON;01;46.23;5.7725;1015;6;23.0;8.9;15.01
012000;LA BALME SUR CERDON_SAPC;01;46.09;5.482;596;6;26.0;10.2;17.31
012350;MARLIEUX;01;46.0385;5.044333;280;6;28.9;12.2;19.23
012470;MIJOUX;01;46.378833;6.019333;1002;6;22.7;7.4;14.8
012550;MONTAGNIEU;01;45.794333;5.469333;336;6;25.6;13.3;18.8
012690;NANTUA;01;46.148167;5.607333;483;6;27.2;13.1;19.6
012830;OYONNAX;01;46.271667;5.661667;535;6;30.5;9.4;19.17
013010;POLLIAT;01;46.236667;5.11;201;6;24.8;12.7;18.2
013670;SAINT JULIEN SUR REYSSOUZE;01;46.403167;5.109833;189;6;29.2;13.4;20.7
013840;ST RAMBERT CG01;01;45.950333;5.461;296;6;28.7;10.8;18.52
014140;SUTRIEU;01;45.916167;5.624667;878;6;25.8;8.7;16.0
010140;ARBENT;01;46.278167;5.669;534;7;30.2;8.4;19.06
010270;BALAN_AERO;01;45.833;5.106667;196;7;31.1;14.3;22.14
010330;BELLEGARDE;01;46.0865;5.814167;350;7;31.5;10.8;20.02
010340;BELLEY;01;45.769333;5.688;330;7;31.7;12.5;21.58
010640;VERIZIEU;01;45.777167;5.487167;281;7;31.9;14.3;22.12
010710;CESSY;01;46.310333;6.080333;507;7;30.3;11.9;20.7
010720;CEYZERIAT_SAPC;01;46.204333;5.287667;260;7;30.8;11.2;20.57
010890;AMBERIEU;01;45.9765;5.329333;250;7;32.2;11.1;20.34
011430;DIVONNE ZA;01;46.3415;6.139667;467;7;32.1;12.8;20.93
011740;GIRON;01;46.23;5.7725;1015;7;25.1;9.6;16.91
012000;LA BALME SUR CERDON_SAPC;01;46.09;5.482;596;7;29.5;10.8;19.21
012350;MARLIEUX;01;46.0385;5.044333;280;7;30.9;11.6;21.01
012470;MIJOUX;01;46.378833;6.019333;1002;7;23.4;9.7;16.1
012550;MONTAGNIEU;01;45.794333;5.469333;336;7;29.6;12.9;20.64
012690;NANTUA;01;46.148167;5.607333;483;7;29.1;13.6;21.0
012830;OYONNAX;01;46.271667;5.661667;535;7;27.7;12.8;19.7
013670;SAINT JULIEN SUR REYSSOUZE;01;46.403167;5.109833;189;7;30.8;14.8;21.78
013840;ST RAMBERT CG01;01;45.950333;5.461;296;7;31.2;11.0;20.08
014140;SUTRIEU;01;45.916167;5.624667;878;7;29.1;8.9;18.28
014190;THOIRY;01;46.241667;5.968333;605;7;21.7;12.5;16.8
010140;ARBENT;01;46.278167;5.669;534;8;30.2;9.2;17.92
010270;BALAN_AERO;01;45.833;5.106667;196;8;31.2;13.2;21.42
010330;BELLEGARDE;01;46.0865;5.814167;350;8;30.1;11.3;19.19
010340;BELLEY;01;45.769333;5.688;330;8;31.5;12.5;20.57
010640;VERIZIEU;01;45.777167;5.487167;281;8;32.2;12.7;21.54
010710;CESSY;01;46.310333;6.080333;507;8;29.0;11.6;19.65
010720;CEYZERIAT_SAPC;01;46.204333;5.287667;260;8;30.5;11.8;19.62
010890;AMBERIEU;01;45.9765;5.329333;250;8;33.2;11.0;19.58
011430;DIVONNE ZA;01;46.3415;6.139667;467;8;30.4;11.7;19.65
011740;GIRON;01;46.23;5.7725;1015;8;24.4;11.7;16.98
012000;LA BALME SUR CERDON_SAPC;01;46.09;5.482;596;8;27.9;11.2;18.19
012350;MARLIEUX;01;46.0385;5.044333;280;8;30.9;11.6;19.88
012470;MIJOUX;01;46.378833;6.019333;1002;8;23.5;9.8;15.9
012550;MONTAGNIEU;01;45.794333;5.469333;336;8;30.5;14.6;21.06
012690;NANTUA;01;46.148167;5.607333;483;8;29.0;14.5;20.8
012830;OYONNAX;01;46.271667;5.661667;535;8;31.8;10.6;19.43
013010;POLLIAT;01;46.236667;5.11;201;8;28.9;14.5;21.1
013670;SAINT JULIEN SUR REYSSOUZE;01;46.403167;5.109833;189;8;31.4;14.0;21.58
013840;ST RAMBERT CG01;01;45.950333;5.461;296;8;30.7;11.5;19.17
014140;SUTRIEU;01;45.916167;5.624667;878;8;28.6;9.1;17.26
010140;ARBENT;01;46.278167;5.669;534;9;27.1;6.0;14.55
010270;BALAN_AERO;01;45.833;5.106667;196;9;28.5;8.8;17.71
010330;BELLEGARDE;01;46.0865;5.814167;350;9;27.3;6.8;15.24
010340;BELLEY;01;45.769333;5.688;330;9;27.1;9.4;17.02
010640;VERIZIEU;01;45.777167;5.487167;281;9;28.7;11.1;17.98
010710;CESSY;01;46.310333;6.080333;507;9;25.3;8.6;16.13
010720;CEYZERIAT_SAPC;01;46.204333;5.287667;260;9;28.0;6.6;16.06
010890;AMBERIEU;01;45.9765;5.329333;250;9;28.6;5.9;16.09
011430;DIVONNE ZA;01;46.3415;6.139667;467;9;26.8;9.5;16.18
011740;GIRON;01;46.23;5.7725;1015;9;19.7;7.1;12.73
012000;LA BALME SUR CERDON_SAPC;01;46.09;5.482;596;9;25.2;8.3;15.06
012350;MARLIEUX;01;46.0385;5.044333;280;9;28.3;8.7;16.54
012470;MIJOUX;01;46.378833;6.019333;1002;9;22.6;7.3;13.9
012550;MONTAGNIEU;01;45.794333;5.469333;336;9;24.9;10.1;15.26
012690;NANTUA;01;46.148167;5.607333;483;9;26.2;10.6;16.6
012830;OYONNAX;01;46.271667;5.661667;535;9;21.8;8.4;14.75
013670;SAINT JULIEN SUR REYSSOUZE;01;46.403167;5.109833;189;9;28.7;11.5;18.32
013840;ST RAMBERT CG01;01;45.950333;5.461;296;9;27.6;8.2;15.84
014140;SUTRIEU;01;45.916167;5.624667;878;9;23.7;6.2;13.96
010140;ARBENT;01;46.278167;5.669;534;10;22.0;2.6;10.94
010270;BALAN_AERO;01;45.833;5.106667;196;10;22.7;5.7;12.91
010330;BELLEGARDE;01;46.0865;5.814167;350;10;20.8;4.5;11.08
010340;BELLEY;01;45.769333;5.688;330;10;21.1;6.6;12.35
010640;VERIZIEU;01;45.777167;5.487167;281;10;22.9;5.6;13.44
010710;CESSY;01;46.310333;6.080333;507;10;19.8;5.6;11.49
010720;CEYZERIAT_SAPC;01;46.204333;5.287667;260;10;21.7;5.2;12.10
010890;AMBERIEU;01;45.9765;5.329333;250;10;23.6;2.6;11.75
011430;DIVONNE ZA;01;46.3415;6.139667;467;10;20.6;3.9;11.25
011740;GIRON;01;46.23;5.7725;1015;10;14.3;4.5;8.4
012000;LA BALME SUR CERDON_SAPC;01;46.09;5.482;596;10;20.0;5.0;10.84
012040;BURL;01;46.166667;5.706667;530;10;17.4;8.3;12.3
012350;MARLIEUX;01;46.0385;5.044333;280;10;21.8;5.9;12.59
012470;MIJOUX;01;46.378833;6.019333;1002;10;16.9;4.1;9.4
012550;MONTAGNIEU;01;45.794333;5.469333;336;10;18.0;7.4;11.72
012690;NANTUA;01;46.148167;5.607333;483;10;21.0;9.3;14.35
012830;OYONNAX;01;46.271667;5.661667;535;10;17.8;4.1;10.48
013670;SAINT JULIEN SUR REYSSOUZE;01;46.403167;5.109833;189;10;22.0;6.4;13.62
013840;ST RAMBERT CG01;01;45.950333;5.461;296;10;21.3;5.3;11.65
014140;SUTRIEU;01;45.916167;5.624667;878;10;18.6;4.0;10.02
014190;THOIRY;01;46.241667;5.968333;605;10;13.8;7.3;10.1
010140;ARBENT;01;46.278167;5.669;534;11;14.2;-2.3;5.49
010270;BALAN_AERO;01;45.833;5.106667;196;11;13.9;2.0;7.83
010330;BELLEGARDE;01;46.0865;5.814167;350;11;13.5;-0.8;5.58
010340;BELLEY;01;45.769333;5.688;330;11;13.3;0.8;6.79
010640;VERIZIEU;01;45.777167;5.487167;281;11;13.8;1.6;7.04
010710;CESSY;01;46.310333;6.080333;507;11;12.2;0.1;6.20
010720;CEYZERIAT_SAPC;01;46.204333;5.287667;260;11;13.3;0.4;7.20
010890;AMBERIEU;01;45.9765;5.329333;250;11;14.1;-0.3;6.34
011430;DIVONNE ZA;01;46.3415;6.139667;467;11;12.3;1.3;6.0
011740;GIRON;01;46.23;5.7725;1015;11;11.5;-1.3;4.06
012000;LA BALME SUR CERDON_SAPC;01;46.09;5.482;596;11;13.0;-0.3;5.9
012040;BURL;01;46.166667;5.706667;530;11;8.7;-2.5;2.47
012350;MARLIEUX;01;46.0385;5.044333;280;11;13.1;1.3;6.93
012470;MIJOUX;01;46.378833;6.019333;1002;11;8.0;-0.6;3.1
012550;MONTAGNIEU;01;45.794333;5.469333;336;11;13.4;3.7;7.92
012690;NANTUA;01;46.148167;5.607333;483;11;11.5;3.7;7.2
012830;OYONNAX;01;46.271667;5.661667;535;11;12.7;0.7;5.17
013670;SAINT JULIEN SUR REYSSOUZE;01;46.403167;5.109833;189;11;13.1;3.3;7.54
013840;ST RAMBERT CG01;01;45.950333;5.461;296;11;12.5;0.1;6.18
014140;SUTRIEU;01;45.916167;5.624667;878;11;12.1;-0.8;5.00
014190;THOIRY;01;46.241667;5.968333;605;11;8.1;-0.1;4.23
010140;ARBENT;01;46.278167;5.669;534;12;12.0;-5.6;2.06
010270;BALAN_AERO;01;45.833;5.106667;196;12;13.2;-1.7;4.79
010330;BELLEGARDE;01;46.0865;5.814167;350;12;10.1;-4.2;2.02
010340;BELLEY;01;45.769333;5.688;330;12;9.6;-2.7;2.92
010640;VERIZIEU;01;45.777167;5.487167;281;12;10.4;0.3;4.82
010710;CESSY;01;46.310333;6.080333;507;12;8.3;-3.8;2.70
010720;CEYZERIAT_SAPC;01;46.204333;5.287667;260;12;12.6;-2.8;3.52
010890;AMBERIEU;01;45.9765;5.329333;250;12;12.9;-5.8;3.18
011430;DIVONNE ZA;01;46.3415;6.139667;467;12;8.7;-0.4;3.58
011740;GIRON;01;46.23;5.7725;1015;12;6.3;-4.8;0.16
012000;LA BALME SUR CERDON_SAPC;01;46.09;5.482;596;12;11.2;-4.0;2.49
012040;BURL;01;46.166667;5.706667;530;12;6.7;-5.2;0.16
012350;MARLIEUX;01;46.0385;5.044333;280;12;12.4;-2.4;3.72
012470;MIJOUX;01;46.378833;6.019333;1002;12;4.3;-2.7;0.4
012550;MONTAGNIEU;01;45.794333;5.469333;336;12;7.6;-1.7;3.02
012690;NANTUA;01;46.148167;5.607333;483;12;7.6;2.5;4.9
012830;OYONNAX;01;46.271667;5.661667;535;12;10.1;-6.1;1.04
013010;POLLIAT;01;46.236667;5.11;201;12;8.6;0.8;4.5
013670;SAINT JULIEN SUR REYSSOUZE;01;46.403167;5.109833;189;12;9.6;1.7;5.54
013840;ST RAMBERT CG01;01;45.950333;5.461;296;12;10.0;-3.3;2.74
014140;SUTRIEU;01;45.916167;5.624667;878;12;9.5;-5.5;1.91
014190;THOIRY;01;46.241667;5.968333;605;12;7.3;-2.1;2.12
INSEE_CODE;TOWN;DEPARTMENT;LATITUDE;LONGITUDE;ALTITUDE;MONTH;TEMP_MAX;TEMP_MIN;AVG_TEMP
020370;AULNOIS-SS-LAON;02;49.595667;3.610333;78;1;9.5;-2.9;4.12
020580;BEAURIEUX;02;49.390333;3.732667;56;1;9.2;1.3;4.8
020940;BLESMES;02;49.009667;3.462667;222;1;8.4;-2.5;3.26
021100;BRAINE;02;49.351333;3.527;61;1;9.9;-2.6;4.14
021730;CHAUNY;02;49.633833;3.197833;83;1;9.3;-2.4;4.13
021970;CLAIRFONTAINE;02;49.966667;3.966667;225;1;8.0;-1.8;3.26
023200;ST QUENTIN;02;49.818333;3.206;98;1;9.0;-6.3;2.90
023210;FONTAINE-LES-VV;02;49.837333;3.877833;186;1;8.3;-2.5;3.29
023460;GIZY;02;49.599833;3.781;75;1;7.7;2.8;5.3
023810;HIRSON;02;49.922;4.077167;165;1;7.8;0.3;3.88
024710;MARTIGNY-COURPI;02;49.485667;3.693167;95;1;7.5;0.7;4.45
025850;PARCY-ET-TIGNY;02;49.280167;3.331;148;1;7.3;1.0;3.83
025940;PASSY EN VALOIS;02;49.165167;3.199667;141;1;8.9;-2.3;3.50
027050;NIZY-LE-COMTE;02;49.566;4.0365;90;1;9.2;-3.5;3.40
027380;TERGNIER;02;49.663833;3.320667;59;1;7.7;1.3;4.33
020370;AULNOIS-SS-LAON;02;49.595667;3.610333;78;2;11.8;-3.9;4.38
020580;BEAURIEUX;02;49.390333;3.732667;56;2;11.7;1.4;6.48
020940;BLESMES;02;49.009667;3.462667;222;2;10.8;-3.5;3.53
021100;BRAINE;02;49.351333;3.527;61;2;12.1;-3.5;4.32
021730;CHAUNY;02;49.633833;3.197833;83;2;11.5;-2.9;4.20
021970;CLAIRFONTAINE;02;49.966667;3.966667;225;2;10.7;-1.1;3.59
023200;ST QUENTIN;02;49.818333;3.206;98;2;11.2;-10.3;3.54
023210;FONTAINE-LES-VV;02;49.837333;3.877833;186;2;10.4;-2.8;3.49
023460;GIZY;02;49.599833;3.781;75;2;9.8;0.7;4.7
023810;HIRSON;02;49.922;4.077167;165;2;9.9;1.5;5.55
024710;MARTIGNY-COURPI;02;49.485667;3.693167;95;2;10.4;0.9;5.6
025850;PARCY-ET-TIGNY;02;49.280167;3.331;148;2;10.2;1.5;5.67
025940;PASSY EN VALOIS;02;49.165167;3.199667;141;2;10.4;-3.3;3.63
027050;NIZY-LE-COMTE;02;49.566;4.0365;90;2;11.4;-4.1;3.90
027380;TERGNIER;02;49.663833;3.320667;59;2;10.6;2.2;6.03
020370;AULNOIS-SS-LAON;02;49.595667;3.610333;78;3;14.6;0.4;7.13
020580;BEAURIEUX;02;49.390333;3.732667;56;3;15.2;1.4;7.8
020940;BLESMES;02;49.009667;3.462667;222;3;13.7;0.3;6.62
021100;BRAINE;02;49.351333;3.527;61;3;15.3;0.4;7.35
021730;CHAUNY;02;49.633833;3.197833;83;3;14.2;0.6;7.24
021970;CLAIRFONTAINE;02;49.966667;3.966667;225;3;10.4;0.1;5.6
023200;ST QUENTIN;02;49.818333;3.206;98;3;14.0;-0.6;6.66
023210;FONTAINE-LES-VV;02;49.837333;3.877833;186;3;13.4;0.3;6.41
023460;GIZY;02;49.599833;3.781;75;3;12.3;3.7;7.9
023810;HIRSON;02;49.922;4.077167;165;3;14.2;1.4;7.05
024710;MARTIGNY-COURPI;02;49.485667;3.693167;95;3;14.0;1.4;7.7
025850;PARCY-ET-TIGNY;02;49.280167;3.331;148;3;14.2;1.7;7.57
025940;PASSY EN VALOIS;02;49.165167;3.199667;141;3;14.5;0.5;7.16
027050;NIZY-LE-COMTE;02;49.566;4.0365;90;3;14.4;0.0;6.7
027380;TERGNIER;02;49.663833;3.320667;59;3;14.7;2.3;7.9
020370;AULNOIS-SS-LAON;02;49.595667;3.610333;78;4;20.5;1.5;10.09
020580;BEAURIEUX;02;49.390333;3.732667;56;4;21.5;1.4;10.3
020940;BLESMES;02;49.009667;3.462667;222;4;20.4;2.3;9.70
021100;BRAINE;02;49.351333;3.527;61;4;21.8;1.3;10.19
021730;CHAUNY;02;49.633833;3.197833;83;4;20.8;1.9;10.24
021970;CLAIRFONTAINE;02;49.966667;3.966667;225;4;15.0;3.9;8.44
023200;ST QUENTIN;02;49.818333;3.206;98;4;19.8;1.9;9.55
023210;FONTAINE-LES-VV;02;49.837333;3.877833;186;4;19.9;1.9;9.8
023460;GIZY;02;49.599833;3.781;75;4;14.1;4.1;9.0
023810;HIRSON;02;49.922;4.077167;165;4;19.9;1.0;9.45
024710;MARTIGNY-COURPI;02;49.485667;3.693167;95;4;15.5;3.7;9.25
025850;PARCY-ET-TIGNY;02;49.280167;3.331;148;4;15.6;1.1;8.67
025940;PASSY EN VALOIS;02;49.165167;3.199667;141;4;20.6;2.4;10.36
027050;NIZY-LE-COMTE;02;49.566;4.0365;90;4;21.2;1.5;9.94
027380;TERGNIER;02;49.663833;3.320667;59;4;16.4;1.5;9.03
020370;AULNOIS-SS-LAON;02;49.595667;3.610333;78;5;21.9;6.2;13.74
020580;BEAURIEUX;02;49.390333;3.732667;56;5;23.4;6.6;14.32
020940;BLESMES;02;49.009667;3.462667;222;5;21.2;6.5;13.23
021100;BRAINE;02;49.351333;3.527;61;5;22.7;5.4;13.85
021730;CHAUNY;02;49.633833;3.197833;83;5;21.9;6.4;13.69
021970;CLAIRFONTAINE;02;49.966667;3.966667;225;5;19.4;7.7;12.84
023200;ST QUENTIN;02;49.818333;3.206;98;5;21.5;6.2;13.14
023210;FONTAINE-LES-VV;02;49.837333;3.877833;186;5;21.2;6.6;13.24
023460;GIZY;02;49.599833;3.781;75;5;22.3;7.2;14.6
023810;HIRSON;02;49.922;4.077167;165;5;21.6;5.8;13.35
024710;MARTIGNY-COURPI;02;49.485667;3.693167;95;5;21.8;7.6;14.2
025850;PARCY-ET-TIGNY;02;49.280167;3.331;148;5;22.1;6.2;13.37
025940;PASSY EN VALOIS;02;49.165167;3.199667;141;5;23.4;6.4;13.67
027050;NIZY-LE-COMTE;02;49.566;4.0365;90;5;22.6;5.7;13.61
027380;TERGNIER;02;49.663833;3.320667;59;5;22.7;6.9;13.87
020370;AULNOIS-SS-LAON;02;49.595667;3.610333;78;6;26.5;9.6;17.02
020580;BEAURIEUX;02;49.390333;3.732667;56;6;31.0;11.3;19.92
020940;BLESMES;02;49.009667;3.462667;222;6;26.0;9.7;16.67
021100;BRAINE;02;49.351333;3.527;61;6;27.0;9.4;17.29
021730;CHAUNY;02;49.633833;3.197833;83;6;26.2;10.3;16.97
021970;CLAIRFONTAINE;02;49.966667;3.966667;225;6;23.2;9.8;16.12
023200;ST QUENTIN;02;49.818333;3.206;98;6;25.8;9.0;16.22
023210;FONTAINE-LES-VV;02;49.837333;3.877833;186;6;25.5;9.8;16.68
023460;GIZY;02;49.599833;3.781;75;6;27.1;10.3;18.6
023810;HIRSON;02;49.922;4.077167;165;6;26.6;11.1;18.12
024710;MARTIGNY-COURPI;02;49.485667;3.693167;95;6;26.6;10.5;18.47
025850;PARCY-ET-TIGNY;02;49.280167;3.331;148;6;27.2;11.7;18.57
025940;PASSY EN VALOIS;02;49.165167;3.199667;141;6;24.3;10.1;16.33
027050;NIZY-LE-COMTE;02;49.566;4.0365;90;6;27.2;9.7;17.32
027380;TERGNIER;02;49.663833;3.320667;59;6;28.4;11.6;19.17
020370;AULNOIS-SS-LAON;02;49.595667;3.610333;78;7;29.2;10.5;19.27
020580;BEAURIEUX;02;49.390333;3.732667;56;7;28.8;12.5;19.92
020940;BLESMES;02;49.009667;3.462667;222;7;28.9;10.5;18.72
021100;BRAINE;02;49.351333;3.527;61;7;30.3;10.9;19.38
